FCLTY_NM,FCLTY_LO,FCLTY_LA,KLANG_NM,ENGL_AREA_NM,JLANG_NM,CHNLNG_SIMCH_NM,CHNLNG_TRACH_NM,CTPRVN_CD,SIGNGU_CD,CTPRVN_KLANG_NM,SIGNGU_KLANG_NM,ADSTRD_KLANG_NM,CTPRVN_JLANG_NM,SIGNGU_JLANG_NM,ADSTRD_JLANG_NM,BASE_DE
양동민속마을,1158011.0,1779500.0,양동민속마을,Gyeongju Yangdong Village,良洞民俗村,?州良洞村,,47,47130,경북,경주시,강동면,慶?北道,慶州市,江東面,2021-12-31
양동민속마을/(세계문화유산),1158011.0,1779500.0,양동민속마을(세계문화유산),,,?州良洞村(世界文化??),,47,47130,경북,경주시,강동면,慶?北道,慶州市,江東面,2021-12-31
경주공룡월드/엘림허브파크,1163773.0,1756872.0,경주공룡월드엘림허브파크,,慶州恐?ワ?ルドエルリムハ?ブパ?ク,,,47,47130,경북,경주시,불국동,慶?北道,慶州市,??洞,2021-12-31
경주동궁원,1159194.95,1762934.16,경주동궁원,,慶州東宮園,,,47,47130,경북,경주시,보덕동,慶?北道,慶州市,普?洞,2021-12-31
경주힐링테마파크,1162006.248,1762642.026,경주힐링테마파크,,慶州ヒ?リングテ?マパ?ク,,,47,47130,경북,경주시,보덕동,慶?北道,慶州市,普?洞,2021-12-31
허브랜드공룡나라,1161976.0,1762656.0,허브랜드공룡나라,,ハ?ブランド恐?の?,,,47,47130,경북,경주시,보덕동,慶?北道,慶州市,普?洞,2021-12-31
경주월드,1160963.0,1761561.0,경주월드,Gyeongju World,慶州ワ?ルド,?州??,慶州世界,47,47130,경북,경주시,보덕동,慶?北道,慶州市,普?洞,2021-12-31
경주/아쿠아월드,1160873.0,1762631.0,경주아쿠아월드,,慶州アクアワ?ルド,,,47,47130,경북,경주시,보덕동,慶?北道,慶州市,普?洞,2021-12-31
블루원/워터파크,1161628.0,1760348.0,블루원워터파크,Waterpark,ブル?ワンウォ?タ?パ?ク,,,47,47130,경북,경주시,보덕동,慶?北道,慶州市,普?洞,2021-12-31
감포회단지,1179447.0,1751619.0,감포회단지,,,,,47,47130,경북,경주시,감포읍,慶?北道,慶州市,甘浦邑,2021-12-31
해장국/명물거리,1154983.0,1761845.0,해장국명물거리,,,,,47,47130,경북,경주시,황오동,慶?北道,慶州市,皇吾洞,2021-12-31
화산한우/숯불단지,1161346.0,1771469.0,화산한우숯불단지,,,,,47,47130,경북,경주시,천북면,慶?北道,慶州市,川北面,2021-12-31
파도소리길,1178743.0,1745584.0,파도소리길,,,,,47,47130,경북,경주시,양남면,慶?北道,慶州市,陽南面,2021-12-31
해안도로,1177755.0,1743415.0,해안도로,Coastal Road,海岸道路,海岸公路,海岸公路,47,47130,경북,경주시,양남면,慶?北道,慶州市,陽南面,2021-12-31
제3정문앞/벚꽃길,976810.0,1813357.0,제3정문앞벚꽃길,,,,,44,44250,충남,계룡시,신도안면,忠?南道,?龍市,新都案面,2021-12-31
경인아라뱃길수향원,933040.0,1953038.0,경인아라뱃길수향원,,京仁アラベッキル水?園,,,28,28245,인천,계양구,계양1동,仁川?域市,桂陽?,桂陽1洞,2021-12-31
마블시티,932438.0,1948655.0,마블시티,Marble City,マブルシティ,Marvel主?公?,,28,28245,인천,계양구,계산4동,仁川?域市,桂陽?,桂山4洞,2021-12-31
수향원,933040.0,1953038.0,수향원,Suhyang Park,,水?元,,28,28245,인천,계양구,계양1동,仁川?域市,桂陽?,桂陽1洞,2021-12-31
계양맛길,932624.0,1948617.0,계양맛길,Gyeyang Food Street,,桂?美食街,,28,28245,인천,계양구,계산4동,仁川?域市,桂陽?,桂山4洞,2021-12-31
문화로명품가로/명품가로,932554.0,1948788.0,문화로명품가로명품가로,Munhwa-ro Specialized Street,,文化路名品街道,,28,28245,인천,계양구,계산4동,仁川?域市,桂陽?,桂山4洞,2021-12-31
병천황토방순대/신계산점,933183.0,1949504.0,병천황토방순대신계산점,Byeongcheon hwangtobang sundae in Singyesan,,?川?土房血?新桂山店,,28,28245,인천,계양구,계양2동,仁川?域市,桂陽?,桂陽2洞,2021-12-31
신촌유원지,1062003.0,1742289.0,신촌유원지,,新村遊園地,,,47,47830,경북,고령군,쌍림면,慶?北道,高?郡,?林面,2021-12-31
통일전망대,1076239.0,2065306.0,통일전망대,Goseong Unification Observatory,統一展望台,?一展望台,統一瞭望臺,42,42820,강원,고성군,현내면,江原道,高城郡,??面,2021-12-31
도원1리유원지,1085640.0,2030207.0,도원1리유원지,,桃院1里遊園地,,,42,42820,강원,고성군,토성면,江原道,高城郡,土城面,2021-12-31
장신유원지,1076781.0,2037056.0,장신유원지,Recreation Area,長新遊園地,游??,遊園區,42,42820,강원,고성군,간성읍,江原道,高城郡,杆城邑,2021-12-31
진부령유원지,1075579.0,2033157.0,진부령유원지,Recreation Area,陳富嶺遊園地,游??,遊園區,42,42820,강원,고성군,간성읍,江原道,高城郡,杆城邑,2021-12-31
델피노골프앤리조트아쿠아월드,1087381.5,2024112.25,델피노골프앤리조트아쿠아월드,,デルピノゴルフ&リゾ?トアクアワ?ルド,大明度假村雪岳阿酷瓦世界,大明度假村雪岳阿酷瓦世界,42,42820,강원,고성군,토성면,江原道,高城郡,土城面,2021-12-31
아쿠아월드,1087110.0,2024013.0,아쿠아월드,Aqua World,,Aqua World,,42,42820,강원,고성군,토성면,江原道,高城郡,土城面,2021-12-31
초도해안도로,1081101.0,2054880.0,초도해안도로,,,,,42,42820,강원,고성군,현내면,江原道,高城郡,??面,2021-12-31
상족암,1059401.0,1657073.0,상족암,,床足岩,床足岩,,48,48820,경남,고성군,하이면,慶?南道,高城郡,下二面,2021-12-31
고성/당항포랜드,1081946.0,1673843.0,고성당항포랜드,,固城唐項浦ランド,固城塘港浦,,48,48820,경남,고성군,회화면,慶?南道,高城郡,?華面,2021-12-31
고성학동마을/돌담길,1063466.0,1661272.0,고성학동마을돌담길,,,高城?洞村 石?路,,48,48820,경남,고성군,하일면,慶?南道,高城郡,下一面,2021-12-31
남포횟집단지,1075096.0,1662792.0,남포횟집단지,,,南浦生?片店??,,48,48820,경남,고성군,고성읍,慶?南道,高城郡,高城邑,2021-12-31
동진대교가/있는해안도로,1088379.0,1675932.0,동진대교가있는해안도로,,,,,48,48820,경남,고성군,동해면,慶?南道,高城郡,東海面,2021-12-31
행주산성공원,939952.0,1955632.0,행주산성공원,Haengjusanseong(Fortress) Park,幸州山城公園,幸州山城公?,幸州山城公園,41,41281,경기,고양시 덕양구,행주동,京畿道,高陽市 ?陽?,幸州洞,2021-12-31
배다골/테마파크,942408.0,1959311.0,배다골테마파크,,ペダコルテ?マパ?ク,背多谷主?公?,,41,41281,경기,고양시 덕양구,화정1동,京畿道,高陽市 ?陽?,花亭1洞,2021-12-31
킨더랜드,941127.0,1959570.0,킨더랜드,Recreation Area,キンダ?ランド,Kinder游??,遊園區,41,41281,경기,고양시 덕양구,화정2동,京畿道,高陽市 ?陽?,花亭2洞,2021-12-31
북한산천연옥워터파크,952184.0028,1964484.036,북한산천연옥워터파크,,北漢山天然玉ウォ?タ?パ?ク,,,41,41281,경기,고양시 덕양구,효자동,京畿道,高陽市 ?陽?,孝子洞,2021-12-31
통일워터파크,944854.0,1965720.0,통일워터파크,,統一ウォ?タ?パ?ク,?松塔,,41,41281,경기,고양시 덕양구,관산동,京畿道,高陽市 ?陽?,官山洞,2021-12-31
둘레길4구간,951968.0,1963630.0,둘레길4구간,,,步道4?,,41,41281,경기,고양시 덕양구,효자동,京畿道,高陽市 ?陽?,孝子洞,2021-12-31
행주산성/먹거리촌,940602.0,1955902.0,행주산성먹거리촌,,,高?幸州山城美食街,,41,41281,경기,고양시 덕양구,행주동,京畿道,高陽市 ?陽?,幸州洞,2021-12-31
행주/외동장어마을,939747.0,1955930.0,행주외동장어마을,,,幸州外洞??村,,41,41281,경기,고양시 덕양구,행주동,京畿道,高陽市 ?陽?,幸州洞,2021-12-31
에어키즈랜드,934918.0,1962222.0,에어키즈랜드,,エア?キッズランド,AIR?童世界,,41,41285,경기,고양시 일산동구,장항2동,京畿道,高陽市 東?,獐項2洞,2021-12-31
원마운트스노우파크,934249.61,1963037.43,원마운트스노우파크,,ワンマウントスノ?パ?ク,,,41,41285,경기,고양시 일산동구,장항1동,京畿道,高陽市 東?,獐項1洞,2021-12-31
원마운트,934249.61,1963037.43,원마운트,,ワンマウント,,,41,41285,경기,고양시 일산동구,장항1동,京畿道,高陽市 東?,獐項1洞,2021-12-31
라페스타,935451.0,1962707.0,라페스타,Lafesta,ラフェスタ,Lafesta,La Festa購物中心,41,41285,경기,고양시 일산동구,장항2동,京畿道,高陽市 東?,獐項2洞,2021-12-31
풍동애니골/까페촌,937356.0,1963847.0,풍동애니골까페촌,,,?尼谷???村,,41,41285,경기,고양시 일산동구,풍산동,京畿道,高陽市 東?,豊山洞,2021-12-31
일산/차이나타운,934196.0,1963339.0,일산차이나타운,,一山チャイナタウン,一山中?街,,41,41287,경기,고양시 일산서구,대화동,京畿道,高陽市 西?,大化洞,2021-12-31
에이스/스파랜드,936277.0,1965316.0,에이스스파랜드,,エ?ススパランド,ACE SPA??,,41,41287,경기,고양시 일산서구,일산2동,京畿道,高陽市 西?,一山2洞,2021-12-31
덕이동로데오거리,934429.0,1966130.0,덕이동로데오거리,,,德耳洞?德?街,,41,41287,경기,고양시 일산서구,송산동,京畿道,高陽市 西?,松山洞,2021-12-31
안현/돋음볕마을,919439.0,1727437.0,안현돋음볕마을,,,,,45,45790,전북,고창군,부안면,全羅北道,高敞郡,扶安面,2021-12-31
고인돌질마재/1코스,922164.0,1719356.0,고인돌질마재1코스,,,,,45,45790,전북,고창군,아산면,全羅北道,高敞郡,牙山面,2021-12-31
고인돌질마재/1코스,922935.0,1718158.0,고인돌질마재1코스,,,,,45,45790,전북,고창군,아산면,全羅北道,高敞郡,牙山面,2021-12-31
고인돌질마재/2코스,918971.0,1721022.0,고인돌질마재2코스,,,,,45,45790,전북,고창군,아산면,全羅北道,高敞郡,牙山面,2021-12-31
고인돌질마재/2코스,919187.0,1722946.0,고인돌질마재2코스,,,,,45,45790,전북,고창군,아산면,全羅北道,高敞郡,牙山面,2021-12-31
고인돌질마재/3코스,918359.0,1726736.0,고인돌질마재3코스,,,,,45,45790,전북,고창군,부안면,全羅北道,高敞郡,扶安面,2021-12-31
고인돌질마재/4코스,914335.0,1724557.0,고인돌질마재4코스,,,,,45,45790,전북,고창군,심원면,全羅北道,高敞郡,心元面,2021-12-31
고인돌질마재/4코스,915131.0,1720862.0,고인돌질마재4코스,,,,,45,45790,전북,고창군,아산면,全羅北道,高敞郡,牙山面,2021-12-31
해안도로,905868.0,1720891.0,해안도로,Coastal Road,海岸道路,海岸公路,海岸公路,45,45790,전북,고창군,상하면,全羅北道,高敞郡,上下面,2021-12-31
해안도로,906448.0,1722475.0,해안도로,Coastal Road,海岸道路,海岸公路,海岸公路,45,45790,전북,고창군,해리면,全羅北道,高敞郡,海里面,2021-12-31
해안도로,907377.0,1723718.0,해안도로,Coastal Road,海岸道路,海岸公路,海岸公路,45,45790,전북,고창군,해리면,全羅北道,高敞郡,海里面,2021-12-31
고흥우주발사전망대,999305.02,1621202.3,고흥우주발사전망대,,高興スペ?スシャトル打上展望台,,,46,46770,전남,고흥군,영남면,全羅南道,高興郡,影南面,2021-12-31
고흥우주발사전망대,999305.0,1621202.0,고흥우주발사전망대,,高興スペ?スシャトル打上展望台,,,46,46770,전남,고흥군,영남면,全羅南道,高興郡,影南面,2021-12-31
팔영산능가사,992210.0,1627129.0,팔영산능가사,Recreation Area,八影山楞伽寺,游??,遊園區,46,46770,전남,고흥군,점암면,全羅南道,高興郡,占岩面,2021-12-31
심청한옥마을,987045.0,1692868.0,심청한옥마을,,沈?韓屋村,,,46,46720,전남,곡성군,오곡면,全羅南道,谷城郡,梧谷面,2021-12-31
심청한옥마을,987045.0,1692868.0,심청한옥마을,,沈?韓屋村,,,46,46720,전남,곡성군,오곡면,全羅南道,谷城郡,梧谷面,2021-12-31
섬진강변유원지,988086.0,1692568.0,섬진강변유원지,,蟾津江?遊園地,,,46,46720,전남,곡성군,고달면,全羅南道,谷城郡,古達面,2021-12-31
압록유원지,988864.0,1688570.0,압록유원지,Amnok Resort,鴨?遊園地,??游?地,鴨綠遊園區,46,46720,전남,곡성군,죽곡면,全羅南道,谷城郡,竹谷面,2021-12-31
경치좋은길끝,976411.0,1703251.0,경치좋은길끝,,,,,46,46720,전남,곡성군,입면,全羅南道,谷城郡,立面,2021-12-31
경치좋은길/시작,981280.0,1701552.0,경치좋은길시작,,,,,46,46720,전남,곡성군,곡성읍,全羅南道,谷城郡,谷城邑,2021-12-31
섬진강드라이브/코스(철둑꽃길),987594.0,1694727.0,섬진강드라이브코스(철둑꽃길),,,,,46,46720,전남,곡성군,고달면,全羅南道,谷城郡,古達面,2021-12-31
고마나루국민/관광단지,965150.0,1830401.0,고마나루국민관광단지,,,,,44,44150,충남,공주시,웅진동,忠?南道,公州市,熊津洞,2021-12-31
고마나루국민광광단지,965150.0,1830401.0,고마나루국민광광단지,,コマナル?民?光?地,,,44,44150,충남,공주시,웅진동,忠?南道,公州市,熊津洞,2021-12-31
공주훼미리/랜드,969077.0,1833986.0,공주훼미리랜드,,公州ファミリ?ランド,,,44,44150,충남,공주시,의당면,忠?南道,公州市,儀堂面,2021-12-31
솔바람길/마곡사가는길,956628.0,1840192.0,솔바람길마곡사가는길,,,,,44,44150,충남,공주시,사곡면,忠?南道,公州市,寺谷面,2021-12-31
서울대공원미술관옆동물원영화촬영지,957971.0,1935610.0,서울대공원미술관옆동물원영화촬영지,,映?『美術館の隣の動物園』ソウル大公園撮影地,,,41,41290,경기,과천시,문원동,京畿道,果川市,文原洞,2021-12-31
과천/서울대공원,957517.0,1936474.0,과천서울대공원,,,首?大公?,,41,41290,경기,과천시,문원동,京畿道,果川市,文原洞,2021-12-31
서울대공원,957517.0,1936474.0,서울대공원,Seoul Grand Park,ソウル大公園,首?大公?,,41,41290,경기,과천시,문원동,京畿道,果川市,文原洞,2021-12-31
서울랜드,957450.0,1937350.0,서울랜드,,ソウルランド,首???,首爾樂園 (Seoul Land),41,41290,경기,과천시,문원동,京畿道,果川市,文原洞,2021-12-31
아비온,956616.35,1936891.14,아비온,,アビオン,,,41,41290,경기,과천시,문원동,京畿道,果川市,文原洞,2021-12-31
과천서울대공원/워터파크,956397.0,1937096.0,과천서울대공원워터파크,,,果川首?大公?水公?,,41,41290,경기,과천시,문원동,京畿道,果川市,文原洞,2021-12-31
서울대공원워터파크,956397.0,1937096.0,서울대공원워터파크,,ソウル大公園ウォ?タ?パ?ク,,,41,41290,경기,과천시,문원동,京畿道,果川市,文原洞,2021-12-31
걷고싶은/문화의거리,949469.0,1943296.0,걷고싶은문화의거리,Pedestrian-Friendly Culture Street,,想?走一走的文化街,,11,11620,서울,관악구,신림동,ソウル特別市,冠岳?,神林洞,2021-12-31
관악디자인거리,951572.0,1942270.0,관악디자인거리,Gwanak-gu design street,,冠岳??街,,11,11620,서울,관악구,낙성대동,ソウル特別市,冠岳?,落星洞,2021-12-31
봉천동/먹자골목,951747.0,1942685.0,봉천동먹자골목,Bongcheon-dong food Alley,,奉天洞美食街,,11,11620,서울,관악구,행운동,ソウル特別市,冠岳?,幸運洞,2021-12-31
봉천동/차이나타운,950707.0,1942646.0,봉천동차이나타운,Bongcheondong China Town,,奉天洞中?城,,11,11620,서울,관악구,청룡동,ソウル特別市,冠岳?,?龍洞,2021-12-31
샤로수길,951872.6875,1942288.812,샤로수길,,,?路,,11,11620,서울,관악구,낙성대동,ソウル特別市,冠岳?,落星洞,2021-12-31
서울신림동민속순대타운,949503.0,1942822.0,서울신림동민속순대타운,Seoul Sillim-dong folklore sundae town,,首?新林洞民俗血?城,,11,11620,서울,관악구,서원동,ソウル特別市,冠岳?,書院洞,2021-12-31
송산유원지,930414.0,1685177.0,송산유원지,,松山遊園地,,,29,29200,광주,광산구,삼도동,光州?域市,光山?,三徒洞,2021-12-31
광주송정/떡갈비거리,935754.0,1682887.0,광주송정떡갈비거리,,,,,29,29200,광주,광산구,송정2동,光州?域市,光山?,松汀2洞,2021-12-31
광주첨단/모텔촌,940646.0,1691822.0,광주첨단모텔촌,,,,,29,29200,광주,광산구,첨단1동,光州?域市,光山?,尖端1洞,2021-12-31
광양역,1008176.0,1663729.0,광양역,,光陽?,,,46,46230,전남,광양시,광양읍,全羅南道,光陽市,光陽邑,2021-12-31
광양역/폐역,1008176.0,1663729.0,광양역폐역,,,,,46,46230,전남,광양시,광양읍,全羅南道,光陽市,光陽邑,2021-12-31
매화랜드,1011823.0,1686669.0,매화랜드,,梅花ランド,,,46,46230,전남,광양시,다압면,全羅南道,光陽市,多鴨面,2021-12-31
광주곤지암/가구거리,981058.0,1932327.0,광주곤지암가구거리,,,?州昆池岩家具街,,41,41610,경기,광주시,초월읍,京畿道,?州市,草月邑,2021-12-31
광주로데오/거리,978629.0,1934725.0,광주로데오거리,,,?州?德?街,,41,41610,경기,광주시,경안동,京畿道,?州市,京安洞,2021-12-31
